order_id,customer_id,order_date,product_name,category,quantity,unit_price,payment_method
1116,106,07-10-2025,latte,hot drinks,1.0,53000.0,Online
1619,7,2025-07-16,CAPPUCCINO,Hot drinks,2.0,55000.0,CASH
1950,41,07/15/2025,iced latte,Cold Drinks,2.0,62000.0,Online
1530,94,05/21/2025,CHOCOLATE CAKE,Bakery,-1.0,80000.0,Online
1834,73,2025-10-10,Espresso ,Hot drinks,2.0,40000.0,card
1253,79,08/08/2025,GREEN TEA,Hot Drinks,4.0,35000.0,CASH
2240,100,21-02-2025,Ca ppuccino,hot drinks,2.0,55000.0,CASH
1800,52,18-11-2025,Americano,HOT DRINKS,2.0,43000.0,
2300,95,23-04-2025,cold brew,COLD DRINKS,1.0,70000.0,CASH
1153,94,12/28/2025,Espresso,Hot drinks,2.0,45000.0,CASH
1363,96,04-08-2025,iced latte,Cold drinks,1.0,67000.0,Card
1781,94,01/31/2025,GREEN TEA,HOT DRINKS,1.0,35000.0,Cash
2074,95,2025-09-28,GREEN TEA,HOT DRINKS,2.0,35000.0,Cash
1128,92,03/09/2025,Hot Chocolate ,Hot Drinks,4.0,60000.0,Cash
1653,37,15-07-2025,Chocolate Cake,bakery,2.0,70000.0,card
1201,96,25/01/2025,Green Tea,HOT DRINKS,1.0,,Card
1400,18,29-07-2025,HOT CHOCOLATE,Hot Drinks,2.0,60000.0,card
1040,101,18-01-2025,Chocolate Cake,bakery,3.0,75000.0,Online
1666,56,02/05/2025,Croissa nt,Bakery,1.0,40000.0,Card
1152,3,06/10/2025, Chocolate Cake,Bakery,,75000.0,Online 
2129,55,2025-05-23,HOT CHOCOLATE,Hot drinks,1.0,60000.0,Online
1466,75,14/05/2025,Iced Latte ,cold drinks,2.0,62000.0,Online 
2014,23,04/06/2025,COLD BREW,Cold Drinks,1.0,65000.0,card
2268,38,08/12/2025, Iced Latte,Cold drinks,1.0,,Online 
1123,100,12/27/2025,Iced La tte,Cold drinks,2.0,62000.0,Cash
2128,19,17/03/2025,Cold Brew,Cold Drinks,3.0,65000.0,CASH
1676,64,2025-11-12, Blueberry Muffin,bakery,,50000.0,Online 
1529,91,14/10/2025,CHOCOLATE CAKE,bakery,1.0,80000.0,Online
2190,80,06/10/2025, Hot Chocolate,hot drinks,1.0,60000.0,Cash
2315,34,03/07/2025,Chocola te Ca ke,Bakery,1.0,80000.0,Cash
1831,81,17-02-2025,Croissa nt,BAKERY,2.0,0.0,card
1420,47,22/04/2025,Iced Latte,cold drinks,2.0,57000.0,card
1295,85,02-05-2025, Latte,hot drinks,4.0,58000.0,Online
1222,62,07/04/2025,Cappuccino ,HOT DRINKS,3.0,55000.0,card
2270,73,06-01-2025, Croissant,Bakery,1.0,45000.0,Online
1539,10,2025-09-23,Americano ,Hot drinks,3.0,0.0,Cash
2172,93,10/24/2025,Green Tea,HOT DRINKS,1.0,35000.0,card
2365,35,05/03/2025,Hot Chocolate,Hot Drinks,,60000.0,Card
1542,44,22/03/2025,Green Tea ,hot drinks,1.0,35000.0,Online
1532,80,14-11-2025,Cold Brew,Cold drinks,3.0,60000.0,Cash
1810,18,12/21/2025,Cold Brew,Cold drinks,-3.0,65000.0,Online 
1338,11,08/11/2025,green tea,hot drinks,4.0,40000.0,Online 
1525,101,09/01/2025,HOT CHOCOLATE,HOT DRINKS,1.0,,card
2333,72,2025-12-31,Americano ,Hot Drinks,,48000.0,Online 
2000,55,09/11/2025, Cheesecake,Bakery,4.0,85000.0,card
2262,95,03/11/2025,Chocola te Ca ke,Bakery,1.0,75000.0,card
1124,16,02/07/2025,Latte,hot drinks,3.0,58000.0,Online 
1580,41,2025-11-10, Croissant,Bakery,2.0,,Card
1214,4,20/05/2025,Green Tea ,Hot drinks,1.0,35000.0,card
1778,106,16/09/2025,iced latte,COLD DRINKS,3.0,67000.0,card
2036,59,11/04/2025,Latte ,hot drinks,3.0,53000.0,Online
1319,1,2025-10-21,hot chocolate,HOT DRINKS,1.0,65000.0,Online 
1600,94,09/12/2025,Green Tea,hot drinks,2.0,35000.0,Cash
1763,38,12-09-2025,Green Tea ,Hot Drinks,2.0,35000.0,Card
1456,94,05/26/2025, Green Tea,Hot drinks,2.0,40000.0,Cash
2006,8,07/17/2025,Green Tea,hot drinks,1.0,35000.0,Online 
1994,43,2025-05-05,Cold Brew,COLD DRINKS,3.0,65000.0,CASH
1504,22,2025-02-22,Croissant,Bakery,2.0,45000.0,card
2250,40,2025-08-09,ESPRESSO,hot drinks,-1.0,45000.0,Online
1285,95,2025-01-02, Cheesecake,bakery,1.0,80000.0,card
1596,99,15/06/2025, Iced Latte,Cold Drinks,4.0,57000.0,Online
1257,19,20/11/2025,Blueberry Muffin,Bakery,2.0,50000.0,card
1266,44,08/05/2025,CAPPUCCINO,Hot drinks,2.0,50000.0,Card
2080,46,21/02/2025,Espresso ,HOT DRINKS,1.0,40000.0,card
1938,109,05/06/2025,cheesecake,Bakery,1.0,,Card
1342,34,02/12/2025,croissant,Bakery,1.0,40000.0,Cash
1074,77,04-01-2025,espresso,hot drinks,1.0,45000.0,Online
1612,44,26-09-2025,Chocolate Cake ,BAKERY,1.0,70000.0,Cash
1681,89,12/21/2025,Chocolate Cake ,Bakery,1.0,75000.0,card
1978,10,06-01-2025,green tea,HOT DRINKS,1.0,35000.0,Cash
1628,77,2025-06-16,CHOCOLATE CAKE,bakery,4.0,75000.0,card
1520,16,08/05/2025,HOT CHOCOLATE,Hot drinks,1.0,55000.0,Online 
1643,7,01/10/2025, Cold Brew,cold drinks,2.0,70000.0,card
1377,16,05/10/2025,cheesecake,Bakery,1.0,80000.0,Online 
1365,49,2025-06-02,CHEESECAKE,BAKERY,4.0,85000.0,Online
1006,85,03/22/2025,CAPPUCCINO,Hot Drinks,2.0,50000.0,card
1916,36,30-09-2025,CROISSANT,bakery,1.0,40000.0,Card
2308,101,30/01/2025,Hot Chocolate ,Hot drinks,3.0,60000.0,card
2346,10,22-03-2025,Cold Brew,Cold Drinks,1.0,65000.0,Online 
1014,24,12/08/2025,blueberry muffin,Bakery,1.0,50000.0,Online
1386,52,20/05/2025,Chocola te Ca ke,BAKERY,4.0,75000.0,Card
1385,46,2025-11-15,CHOCOLATE CAKE,Bakery,1.0,75000.0,card
1080,44,2025-06-20,Americano ,HOT DRINKS,2.0,,Online
2288,61,2025-12-01,iced latte,COLD DRINKS,1.0,62000.0,Online
1261,110,2025-06-25,Chocola te Ca ke,Bakery,1.0,70000.0,
1287,41,09-02-2025,Iced La tte,Cold Drinks,1.0,67000.0,Cash
1618,10,10/11/2025,Iced Latte,Cold drinks,1.0,62000.0,Online 
2189,21,2025-04-15,Cold Brew,COLD DRINKS,1.0,65000.0,Card
2073,2,2025-04-08,Blueberry Muffin,bakery,3.0,50000.0,Cash
2204,105,2025-08-19,Cappuccino ,Hot drinks,2.0,55000.0,Online
1942,32,11/12/2025,espresso,HOT DRINKS,4.0,50000.0,Online
1146,72,15/03/2025,Cold Brew,Cold Drinks,2.0,60000.0,Cash
2393,89,17/12/2025,ICED LATTE,Cold Drinks,3.0,62000.0,Online
2146,21,02/24/2025,cheesecake,BAKERY,2.0,80000.0,CASH
1065,7,04-11-2025,Iced Latte ,COLD DRINKS,1.0,67000.0,Cash
2223,10,09/11/2025, Cappuccino,Hot drinks,1.0,55000.0,Cash
1648,23,19/03/2025,blueberry muffin,BAKERY,1.0,50000.0,card
1565,49,30-12-2025,Cheesecake ,Bakery,2.0,90000.0,Cash
2141,92,20-10-2025, Iced Latte,COLD DRINKS,3.0,62000.0,Online
1401,28,08-04-2025,Chocolate Cake,Bakery,1.0,,card
2170,118,26-03-2025, Iced Latte,COLD DRINKS,2.0,62000.0,Online 
1058,55,25/02/2025,green tea,HOT DRINKS,1.0,30000.0,Card
1069,19,2025-11-21,HOT CHOCOLATE,Hot drinks,3.0,65000.0,card
1939,107,2025-03-12,green tea,Hot drinks,1.0,35000.0,Cash
1088,83,21/01/2025,Latte ,HOT DRINKS,2.0,63000.0,Online
1053,43,02-11-2025,LATTE,hot drinks,4.0,58000.0,Cash
1025,50,30-07-2025,America no,Hot drinks,3.0,48000.0,card
1254,45,05/24/2025,cheesecake,bakery,1.0,85000.0,CASH
1378,13,09/24/2025,Green Tea ,Hot Drinks,2.0,30000.0,Online
1754,37,04-11-2025,CHOCOLATE CAKE,Bakery,3.0,75000.0,Online
1300,39,31/03/2025,Iced Latte ,COLD DRINKS,-4.0,62000.0,Card
1017,112,2025-08-25,cheesecake,Bakery,-1.0,90000.0,Online 
2267,19,12/03/2025,HOT CHOCOLATE,Hot drinks,2.0,65000.0,card
1819,46,15/10/2025,Hot Chocola te,HOT DRINKS,,55000.0,Card
2198,3,09/20/2025,Cheesecake,BAKERY,4.0,85000.0,Card
1570,31,20-03-2025, Blueberry Muffin,BAKERY,2.0,50000.0,Cash
2126,24,06-08-2025,green tea,Hot Drinks,2.0,35000.0,Online
1850,45,04/29/2025,Chocolate Cake ,Bakery,,75000.0,Cash
1096,57,07/30/2025,espresso,Hot drinks,2.0,50000.0,Cash
1333,58,15/05/2025,espresso,Hot Drinks,1.0,45000.0,Cash
1356,14,19-09-2025,Espresso ,hot drinks,2.0,50000.0,Online
1817,72,2025-11-22,Green Tea,HOT DRINKS,,35000.0,Cash
1996,60,01/27/2025,Americano,HOT DRINKS,1.0,48000.0,CASH
2309,74,18-10-2025, Hot Chocolate,HOT DRINKS,1.0,60000.0,Cash
1910,29,2025-09-10,America no,HOT DRINKS,1.0,48000.0,Card
2009,91,02/11/2025, Blueberry Muffin,bakery,2.0,50000.0,Online 
1932,61,21-12-2025,Hot Chocolate ,hot drinks,4.0,65000.0,CASH
1951,116,2025-05-31,CAPPUCCINO,Hot Drinks,4.0,55000.0,Card
1223,14,05/06/2025, Latte,hot drinks,1.0,63000.0,card
1154,49,30-03-2025,Cold Brew,cold drinks,2.0,65000.0,CASH
1593,24,29-01-2025,Latte,hot drinks,1.0,58000.0,Online
1952,10,01/20/2025,Cold Brew,cold drinks,1.0,65000.0,
2004,48,2025-09-08,Croissant,Bakery,,35000.0,CASH
1615,26,27-05-2025,America no,Hot Drinks,4.0,48000.0,Online
2135,106,01/29/2025, Americano,Hot Drinks,1.0,48000.0,Online 
2261,43,2025-03-04,Espresso ,HOT DRINKS,3.0,45000.0,CASH
2088,62,2025-05-25,ICED LATTE,COLD DRINKS,4.0,62000.0,Online 
1947,51,06/06/2025,americano,hot drinks,2.0,48000.0,CASH
2229,28,23/07/2025,Latte,Hot drinks,2.0,58000.0,Online
1167,95,06/01/2025,Cold Brew,Cold drinks,1.0,70000.0,
1500,37,11/20/2025, Chocolate Cake,Bakery,3.0,75000.0,Card
1678,9,21/05/2025,Cappuccino ,HOT DRINKS,1.0,55000.0,card
1389,114,2025-08-14,Croissant,BAKERY,1.0,40000.0,Online 
1481,9,11/21/2025, Croissant,bakery,4.0,40000.0,CASH
1686,109,09/12/2025,Chocolate Cake,bakery,3.0,70000.0,Online
1199,98,25/11/2025,Chocola te Ca ke,bakery,2.0,75000.0,Cash
1245,50,04/06/2025, Croissant,bakery,2.0,40000.0,Cash
1780,91,06/04/2025,cheesecake,Bakery,1.0,85000.0,CASH
1862,97,08/04/2025, Cheesecake,Bakery,4.0,85000.0,card
1143,69,02/25/2025, Espresso,hot drinks,1.0,45000.0,Card
2287,120,14/09/2025,Blueberry Muffin ,Bakery,2.0,45000.0,CASH
1443,100,07/07/2025,La tte,hot drinks,4.0,63000.0,Cash
1833,39,07-03-2025,Latte ,Hot drinks,4.0,58000.0,Online
1225,41,23-07-2025,Latte ,HOT DRINKS,3.0,58000.0,Online
1578,29,12/10/2025, Hot Chocolate,Hot drinks,1.0,60000.0,Online 
1789,86,26/09/2025,Blueberry Muffin ,Bakery,-1.0,50000.0,Online
1271,36,13-02-2025,Green Tea,hot drinks,4.0,30000.0,Cash
2194,64,2025-04-17, Cold Brew,Cold Drinks,2.0,60000.0,
1329,74,2025-09-09, Cheesecake,Bakery,1.0,80000.0,Online
1523,47,2025-12-08,espresso,Hot Drinks,1.0,45000.0,Cash
2102,92,14-10-2025, Iced Latte,Cold Drinks,2.0,57000.0,card
2108,69,05/30/2025,americano,Hot Drinks,1.0,48000.0,Online 
1560,44,26/02/2025,hot chocolate,HOT DRINKS,2.0,55000.0,Online 
1912,25,10/17/2025,GREEN TEA,Hot Drinks,1.0,40000.0,Cash
1248,22,10/17/2025,cappuccino,HOT DRINKS,1.0,50000.0,CASH
1719,78,2025-10-01, Latte,HOT DRINKS,1.0,58000.0,card
1579,42,07/05/2025,Chocolate Cake ,Bakery,4.0,70000.0,Online 
1305,46,06-04-2025,Americano,HOT DRINKS,2.0,48000.0,Online 
1969,12,27-11-2025, Iced Latte,COLD DRINKS,3.0,62000.0,card
1301,60,2025-03-13,CAPPUCCINO,HOT DRINKS,1.0,55000.0,card
1967,92,08/23/2025, Green Tea,Hot Drinks,1.0,35000.0,card
1213,13,29-04-2025,Croissant ,Bakery,2.0,45000.0,Online
2013,100,02/08/2025,Hot Chocola te,Hot drinks,3.0,60000.0,Cash
1695,53,08/09/2025,cheesecake,Bakery,4.0,85000.0,Online 
1405,51,05/31/2025,Cold Brew ,cold drinks,1.0,65000.0,Online 
2064,2,13/07/2025,CAPPUCCINO,hot drinks,1.0,50000.0,CASH
1101,114,2025-01-14,cold brew,COLD DRINKS,-2.0,70000.0,card
1637,93,12/03/2025,Chocola te Ca ke,Bakery,1.0,75000.0,card
1022,66,11-03-2025,hot chocolate,hot drinks,4.0,,Card
1880,74,01/21/2025,iced latte,cold drinks,,62000.0,Online
1597,61,04-03-2025, Latte,HOT DRINKS,1.0,63000.0,Online 
1236,6,28-02-2025,Hot Chocola te,HOT DRINKS,3.0,55000.0,Online 
1724,3,2025-10-03,CAPPUCCINO,Hot drinks,2.0,55000.0,Online
1697,115,2025-08-02,Espresso,Hot drinks,2.0,50000.0,CASH
1171,40,27-07-2025,La tte,hot drinks,3.0,53000.0,Online
1981,117,2025-04-13,Americano,hot drinks,2.0,43000.0,Cash
2394,110,10/12/2025,Chocolate Cake ,BAKERY,1.0,80000.0,card
2051,3,12/10/2025,Croissant ,Bakery,-1.0,45000.0,Cash
2145,35,23-02-2025,Cappuccino,HOT DRINKS,2.0,55000.0,
1668,69,11-02-2025,COLD BREW,Cold Drinks,3.0,65000.0,card
2342,71,2025-03-28,CHEESECAKE,Bakery,,90000.0,card
2033,48,2025-06-10,Latte ,HOT DRINKS,1.0,53000.0,card
2246,25,24-10-2025,Espresso,Hot drinks,4.0,50000.0,card
1696,55,07-05-2025,HOT CHOCOLATE,HOT DRINKS,2.0,65000.0,CASH
2391,72,13/07/2025,Croissant ,bakery,1.0,0.0,CASH
1820,45,04/15/2025,Ca ppuccino,hot drinks,4.0,55000.0,CASH
1586,9999,06/15/2025,Iced Latte,Cold Drinks,3.0,57000.0,Online 
1569,20,07/21/2025,Cold Brew ,COLD DRINKS,1.0,65000.0,card
1299,107,03/17/2025,Cold Brew ,Cold Drinks,1.0,65000.0,Online 
1048,59,10/12/2025, Cold Brew,Cold Drinks,2.0,65000.0,card
1467,51,31/07/2025,Americano ,Hot drinks,1.0,48000.0,Online
1259,12,23-08-2025,Hot Chocolate ,Hot drinks,4.0,55000.0,Cash
1147,92,31/08/2025,Cold Brew ,COLD DRINKS,1.0,70000.0,Online
1134,6,11-02-2025,Espresso ,Hot drinks,3.0,45000.0,CASH
1512,71,07/04/2025,COLD BREW,Cold drinks,2.0,65000.0,card
2254,18,04/13/2025,GREEN TEA,hot drinks,2.0,40000.0,Online
1865,8,05-12-2025,Green Tea,hot drinks,2.0,35000.0,
2116,88,04/07/2025,BLUEBERRY MUFFIN,Bakery,1.0,50000.0,Online 
2114,19,02/17/2025,CHOCOLATE CAKE,BAKERY,2.0,75000.0,CASH
1193,27,06/05/2025,Cold Brew,Cold drinks,1.0,60000.0,Cash
1482,69,12/25/2025, Espresso,hot drinks,1.0,40000.0,Card
1030,96,2025-08-11,Ca ppuccino,hot drinks,2.0,55000.0,Card
1003,63,2025-10-23,Cappuccino ,hot drinks,1.0,55000.0,Card
1136,52,2025-08-21, Iced Latte,Cold drinks,1.0,62000.0,card
1975,51,2025-01-06,espresso,Hot drinks,3.0,45000.0,card
2353,86,08/09/2025,Chocolate Cake ,Bakery,2.0,75000.0,Online
